,Country,Utility,Document_link,Date_start,Date_end,$local,Component,Unit,Charge,Tariff_code
4,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable Resto,$/kWh,15.413,Tarifa 3 General - BT >= 300 kW potencia contratada
5,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable Valle,$/kWh,15.406,Tarifa 3 General - BT >= 300 kW potencia contratada
0,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Fijo,$/mes,5836.53,Tarifa 3 General - BT >= 300 kW potencia contratada
1,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo por Potencia Contratada,$/kW-mes,403.31,Tarifa 3 General - BT >= 300 kW potencia contratada
2,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo por Potencia Adquirida,$/kW-mes,361.58,Tarifa 3 General - BT >= 300 kW potencia contratada
3,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable Pico,$/kWh,15.421,Tarifa 3 General - BT >= 300 kW potencia contratada
4,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable Resto,$/kWh,15.413,Tarifa 3 General - BT >= 300 kW potencia contratada
5,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable Valle,$/kWh,15.406,Tarifa 3 General - BT >= 300 kW potencia contratada
0,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Fijo,$/mes,6332.68,Tarifa 3 General - MT >= 300 kW potencia contratada
1,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo por Potencia Contratada,$/kW-mes,315.7,Tarifa 3 General - MT >= 300 kW potencia contratada
2,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo por Potencia Adquirida,$/kW-mes,506.74,Tarifa 3 General - MT >= 300 kW potencia contratada
3,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable Pico,$/kWh,14.655,Tarifa 3 General - MT >= 300 kW potencia contratada
4,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable Resto,$/kWh,14.648,Tarifa 3 General - MT >= 300 kW potencia contratada
5,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable Valle,$/kWh,14.641,Tarifa 3 General - MT >= 300 kW potencia contratada
0,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Fijo,$/mes,7260.72,Tarifa 3 General - MT >= 300 kW potencia contratada
1,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo por Potencia Contratada,$/kW-mes,216.8,Tarifa 3 General - MT >= 300 kW potencia contratada
2,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo por Potencia Adquirida,$/kW-mes,449.14,Tarifa 3 General - MT >= 300 kW potencia contratada
3,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable Pico,$/kWh,14.655,Tarifa 3 General - MT >= 300 kW potencia contratada
4,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable Resto,$/kWh,14.648,Tarifa 3 General - MT >= 300 kW potencia contratada
5,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable Valle,$/kWh,14.641,Tarifa 3 General - MT >= 300 kW potencia contratada
0,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Fijo,$/mes,8224.26,Tarifa 3 General - AT >= 300 kW potencia contratada
1,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo por Potencia Contratada,$/kW-mes,107.63,Tarifa 3 General - AT >= 300 kW potencia contratada
2,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo por Potencia Adquirida,$/kW-mes,474.23,Tarifa 3 General - AT >= 300 kW potencia contratada
3,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable Pico,$/kWh,14.054,Tarifa 3 General - AT >= 300 kW potencia contratada
4,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable Resto,$/kWh,14.046,Tarifa 3 General - AT >= 300 kW potencia contratada
5,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable Valle,$/kWh,14.04,Tarifa 3 General - AT >= 300 kW potencia contratada
0,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Fijo,$/mes,8737.33,Tarifa 3 General - AT >= 300 kW potencia contratada
1,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo por Potencia Contratada,$/kW-mes,68.53,Tarifa 3 General - AT >= 300 kW potencia contratada
2,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo por Potencia Adquirida,$/kW-mes,440.62,Tarifa 3 General - AT >= 300 kW potencia contratada
3,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable Pico,$/kWh,14.054,Tarifa 3 General - AT >= 300 kW potencia contratada
4,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable Resto,$/kWh,14.046,Tarifa 3 General - AT >= 300 kW potencia contratada
5,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/0AC033A95201E95B032588BC004F9B58?opendocument,2022-09-01,2022-09-30,ARS,Cargo Variable Valle,$/kWh,14.04,Tarifa 3 General - AT >= 300 kW potencia contratada
