,Country,Utility,Document_link,Date_start,Date_end,$local,Component,Unit,Charge,Tariff_code
1,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo Variable + 1400,$/kWh,5.758,Tarifa 1 -R9
0,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo Fijo 0-800,$/mes,548.81,Tarifa 1 -G1
1,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo Variable 0-800,$/kWh,7.986,Tarifa 1 -G1
0,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo Fijo 0-800,$/mes,537.25,Tarifa 1 -G1
1,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo Variable 0-800,$/kWh,7.592,Tarifa 1 -G1
0,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo Fijo 801-2000,$/mes,558.54,Tarifa 1 -G2
1,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo Variable 801-2000,$/kWh,8.773,Tarifa 1 -G2
0,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo Fijo 801-2000,$/mes,548.86,Tarifa 1 -G2
1,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo Variable 801-2000,$/kWh,8.33,Tarifa 1 -G2
0,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo Fijo + 2000,$/mes,556.0,Tarifa 1 -G3
1,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo Variable + 2000,$/kWh,8.836,Tarifa 1 -G3
0,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo Fijo + 2000,$/mes,565.64,Tarifa 1 -G3
1,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo Variable + 2000,$/kWh,8.516,Tarifa 1 -G3
0,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo Variable,$/kWh,7.768,Tarifa 1 -AP
0,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo Variable,$/kWh,7.127,Tarifa 1 -AP
0,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo Fijo,$/mes,1363.89,Tarifa 2
1,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo por Potencia Contratada,$/kW-mes,639.16,Tarifa 2
2,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo por Potencia Adquirida,$/kW-mes,65.2,Tarifa 2
3,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo Variable,$/kW,4.963,Tarifa 2
0,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo Fijo,$/mes,1460.51,Tarifa 2
1,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo por Potencia Contratada,$/kW-mes,529.33,Tarifa 2
2,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo por Potencia Adquirida,$/kW-mes,56.34,Tarifa 2
3,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo Variable,$/kW,4.957,Tarifa 2
0,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo Fijo,$/mes,5493.8,Tarifa 3 - BT < 300 kW potencia contratada
1,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo por Potencia Contratada,$/kW-mes,579.2,Tarifa 3 - BT < 300 kW potencia contratada
2,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo por Potencia Adquirida,$/kW-mes,75.88,Tarifa 3 - BT < 300 kW potencia contratada
3,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo Variable Pico,$/kWh,5.172,Tarifa 3 - BT < 300 kW potencia contratada
4,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo Variable Resto,$/kWh,4.947,Tarifa 3 - BT < 300 kW potencia contratada
5,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo Variable Valle,$/kWh,4.723,Tarifa 3 - BT < 300 kW potencia contratada
0,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo Fijo,$/mes,5836.53,Tarifa 3 - BT < 300 kW potencia contratada
1,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo por Potencia Contratada,$/kW-mes,403.31,Tarifa 3 - BT < 300 kW potencia contratada
2,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo por Potencia Adquirida,$/kW-mes,62.43,Tarifa 3 - BT < 300 kW potencia contratada
3,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo Variable Pico,$/kWh,5.172,Tarifa 3 - BT < 300 kW potencia contratada
4,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo Variable Resto,$/kWh,4.947,Tarifa 3 - BT < 300 kW potencia contratada
5,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo Variable Valle,$/kWh,4.723,Tarifa 3 - BT < 300 kW potencia contratada
0,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo Fijo,$/mes,6332.68,Tarifa 3 - MT < 300 kW potencia contratada
1,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo por Potencia Contratada,$/kW-mes,315.7,Tarifa 3 - MT < 300 kW potencia contratada
2,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo por Potencia Adquirida,$/kW-mes,87.5,Tarifa 3 - MT < 300 kW potencia contratada
3,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo Variable Pico,$/kWh,4.915,Tarifa 3 - MT < 300 kW potencia contratada
4,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo Variable Resto,$/kWh,4.702,Tarifa 3 - MT < 300 kW potencia contratada
5,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo Variable Valle,$/kWh,4.488,Tarifa 3 - MT < 300 kW potencia contratada
0,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo Fijo,$/mes,7260.72,Tarifa 3 - MT < 300 kW potencia contratada
1,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo por Potencia Contratada,$/kW-mes,216.8,Tarifa 3 - MT < 300 kW potencia contratada
2,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo por Potencia Adquirida,$/kW-mes,77.55,Tarifa 3 - MT < 300 kW potencia contratada
3,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo Variable Pico,$/kWh,4.915,Tarifa 3 - MT < 300 kW potencia contratada
4,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo Variable Resto,$/kWh,4.702,Tarifa 3 - MT < 300 kW potencia contratada
5,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo Variable Valle,$/kWh,4.488,Tarifa 3 - MT < 300 kW potencia contratada
0,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo Fijo,$/mes,8224.26,Tarifa 3 - AT < 300 kW potencia contratada
1,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo por Potencia Contratada,$/kW-mes,107.63,Tarifa 3 - AT < 300 kW potencia contratada
2,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo por Potencia Adquirida,$/kW-mes,81.89,Tarifa 3 - AT < 300 kW potencia contratada
3,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo Variable Pico,$/kWh,4.713,Tarifa 3 - AT < 300 kW potencia contratada
4,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo Variable Resto,$/kWh,4.509,Tarifa 3 - AT < 300 kW potencia contratada
5,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo Variable Valle,$/kWh,4.304,Tarifa 3 - AT < 300 kW potencia contratada
0,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo Fijo,$/mes,8737.33,Tarifa 3 - AT < 300 kW potencia contratada
1,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo por Potencia Contratada,$/kW-mes,68.53,Tarifa 3 - AT < 300 kW potencia contratada
2,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo por Potencia Adquirida,$/kW-mes,76.08,Tarifa 3 - AT < 300 kW potencia contratada
3,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo Variable Pico,$/kWh,4.713,Tarifa 3 - AT < 300 kW potencia contratada
4,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo Variable Resto,$/kWh,4.509,Tarifa 3 - AT < 300 kW potencia contratada
5,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo Variable Valle,$/kWh,4.304,Tarifa 3 - AT < 300 kW potencia contratada
0,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo Fijo,$/mes,5493.8,Tarifa 3 Organismos Públicos de Educación y Salud - BT >= 300 kW potencia contratada
1,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo por Potencia Contratada,$/kW-mes,579.2,Tarifa 3 Organismos Públicos de Educación y Salud - BT >= 300 kW potencia contratada
2,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo por Potencia Adquirida,$/kW-mes,75.88,Tarifa 3 Organismos Públicos de Educación y Salud - BT >= 300 kW potencia contratada
3,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo Variable Pico,$/kWh,5.414,Tarifa 3 Organismos Públicos de Educación y Salud - BT >= 300 kW potencia contratada
4,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo Variable Resto,$/kWh,5.193,Tarifa 3 Organismos Públicos de Educación y Salud - BT >= 300 kW potencia contratada
5,Argentina,EDENOR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo Variable Valle,$/kWh,4.97,Tarifa 3 Organismos Públicos de Educación y Salud - BT >= 300 kW potencia contratada
0,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo Fijo,$/mes,5836.53,Tarifa 3 Organismos Públicos de Educación y Salud - BT >= 300 kW potencia contratada
1,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo por Potencia Contratada,$/kW-mes,403.31,Tarifa 3 Organismos Públicos de Educación y Salud - BT >= 300 kW potencia contratada
2,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo por Potencia Adquirida,$/kW-mes,62.43,Tarifa 3 Organismos Públicos de Educación y Salud - BT >= 300 kW potencia contratada
3,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo Variable Pico,$/kWh,5.414,Tarifa 3 Organismos Públicos de Educación y Salud - BT >= 300 kW potencia contratada
4,Argentina,EDESUR,https://www.enre.gov.ar/web/Tarifasd.nsf/todoscuadros/6831EEB39C0A5E2F032586CB006834CA?opendocument,2022-08-01,2022-08-31,ARS,Cargo Variable Resto,$/kWh,5.193,Tarifa 3 Organismos Públicos de Educación y Salud - BT >= 300 kW potencia contratada
